source,page,text,entity_text,entity_label,entity_loc_score
Fugues_apr_2005_OCR.pdf,9,5415 Beaubien Est 514-376-2202 Oihello ,5415 Beaubien Est,FULL_ADDRESS,0.44999999999999996
Fugues_apr_2005_OCR.pdf,10,Gilles Marchildon ,Gilles Marchildon,PLACE_NAME,0.35
Fugues_apr_2005_OCR.pdf,11,"Le lieu de vos petits bonheurs quotidiens, ou le nid de votre famille. ",Le lieu de vos petits bonheurs quotidiens,PLACE_NAME,0.15
Fugues_apr_2005_OCR.pdf,11,Caisse populaire Desjardins du Quartier-Latin de Montréal ,Caisse populaire Desjardins du Quartier,PLACE_NAME,0.35
Fugues_apr_2005_OCR.pdf,11,Caisse populaire Desjardins du Quartier-Latin de Montréal ,Montréal,CITY,0.2
Fugues_apr_2005_OCR.pdf,11,"SIÈGE SOCIAL: 1255, rue Berri ","1255, rue Berri",FULL_ADDRESS,0.44999999999999996
Fugues_apr_2005_OCR.pdf,11,"CENTRE DE SERVICE DES FAUBOURGS: 1662, rue Ste-Catherine est ","1662, rue Ste-Catherine est",FULL_ADDRESS,0.44999999999999996
Fugues_apr_2005_OCR.pdf,12,"milliers cas de pédophilie des prêtres, cachés et tenus secrets par politique officielle du Vatican (incidemment, ne s'agit-il pas ",milliers cas de pédophilie des prêtres,PLACE_NAME,0.15
Fugues_apr_2005_OCR.pdf,14,approuver la création d'une Société de développe- ment commerciale (SDC) dans le secteur du Village gai ,Village gai,PLACE_NAME,0.15
Fugues_apr_2005_OCR.pdf,14,"de Montréal. Après cet important vote, l'heure est maintenant à l'organisation de la toute première assemblée générale de constitution et d'établisse- ",Montréal,CITY,0.2
Fugues_apr_2005_OCR.pdf,14,"<<Le soutien et l'appui de la CCGQ, dont on n'a jamais pu dóuter dès la première heure, seront maintenus tout ",<<Le soutien,PLACE_NAME,0.15
Fugues_apr_2005_OCR.pdf,14,"Berri à l'ouest et de Lorimier à l'est. La rue Amherst, entre René-Lévesque et Ontario, est aussi incluse dans la SDC, ",La rue Amherst,PLACE_NAME,0.44999999999999996
Fugues_apr_2005_OCR.pdf,15,AIGLE NOIR | 20&21 MAI2005 ,AIGLE NOIR | 20&21 MAI2005,PLACE_NAME,0.35
Fugues_apr_2005_OCR.pdf,15,AIGLE NOIR ,AIGLE NOIR,PLACE_NAME,0.0
Fugues_apr_2005_OCR.pdf,15,BLACK EAGLE MONTRÉAL ,EAGLE MONTRÉAL,PLACE_NAME,0.35
Fugues_apr_2005_OCR.pdf,15,PHOTO&DESIGN.WWW.SAYCOOL.TV ,PHOTO&DESIGN.WWW.SAYCOOL.TV,PLACE_NAME,0.15
Fugues_apr_2005_OCR.pdf,16,"Ce printemps, la revitalisation du secteur du Village gai de Montréal se pour- ",Montréal,CITY,0.2
Fugues_apr_2005_OCR.pdf,16,"Il y a déjà deux ans, l'administration de la Ville avait mis de côté plusieurs millions de dollars pour la réfec- tion de cette rue commerciale, dont le chantier s'étendra de la Place des Arts (depuis Saint-Urbain), à l'ouest, jusqu'à l'avenue de Lorimier, à l'est. Il est donc difficile de savoir exactement combien d'argent sera investi pour ",Place des Arts,PLACE_NAME,0.44999999999999996
Fugues_apr_2005_OCR.pdf,17,WEEK-END ,WEEK-END,PLACE_NAME,0.0
Fugues_apr_2005_OCR.pdf,17,Brunch au resto Le Saloon » samedi 21 mai ,Le Saloon,PLACE_NAME,0.0
Fugues_apr_2005_OCR.pdf,17,position du Musée des Beaux-Arts de Montréal ,Montréal,CITY,0.2
Fugues_apr_2005_OCR.pdf,18,"Michel St-Louis, ils ont tous deux signalé que, pour l'instant, il n'y avait ",Michel St-Louis,PLACE_NAME,0.44999999999999996
Fugues_apr_2005_OCR.pdf,18,"ennes du Québec (AMLG) Égale Canada et la revue Treize, au Centre Saint-Pierre le 8 mars dernier. ",Centre Saint-Pierre,PLACE_NAME,0.15
Fugues_apr_2005_OCR.pdf,19,"1657, Amherst, Montréal ","1657, Amherst, Montréal",FULL_ADDRESS,0.65
Fugues_apr_2005_OCR.pdf,19,Chaude ,Chaude,PLACE_NAME,0.0
Fugues_apr_2005_OCR.pdf,20,mariage gai contracté dans une province ou un terri- ,mariage gai,PLACE_NAME,0.15
Fugues_apr_2005_OCR.pdf,21,RIGINALSSIN ,RIGINALSSIN,PLACE_NAME,0.15
Fugues_apr_2005_OCR.pdf,21,"1592 Ste. Catherine Est, Montréal. Oc. ",Montréal,CITY,0.2
Fugues_apr_2005_OCR.pdf,22,"LUNDI, LE 28 MARS, 7h à 9h Cabaret Mado ",Cabaret Mado,PLACE_NAME,0.15
Fugues_apr_2005_OCR.pdf,22,1115 Ste-Catherine est ,1115 Ste-Catherine est,FULL_ADDRESS,0.44999999999999996
Fugues_apr_2005_OCR.pdf,22,"vous êtes les bienvenus si vous êtes accompagnés d'une femme. À la Station C, 1456 Ste-Catherine Est (3e étage). ",1456 Ste-Catherine Est,FULL_ADDRESS,0.44999999999999996
Fugues_apr_2005_OCR.pdf,23,White is Pure 4 ,White is Pure 4,PLACE_NAME,0.15
Fugues_apr_2005_OCR.pdf,23,White is Pure 4 ,White is Pure 4,PLACE_NAME,0.15
Fugues_apr_2005_OCR.pdf,23,Def Mix NYC ,Def Mix NYC,PLACE_NAME,0.15
Fugues_apr_2005_OCR.pdf,23,Official 2003 Montreal's  White Party Week CD selected and mixed by Misstress Barbara a.k.a Barbara Brown ,Montreal',CITY,0.2
Fugues_apr_2005_OCR.pdf,23,Whte  Paty  Wiw ,Whte  Paty,PLACE_NAME,0.0
Fugues_apr_2005_OCR.pdf,23,Whte Pure 3 ,Whte Pure 3,PLACE_NAME,0.15
Fugues_apr_2005_OCR.pdf,24,Palais des congrès de Montréal/Montreal Convention Center ,Montreal,CITY,0.2
Fugues_apr_2005_OCR.pdf,24,1001 place Jean-Paul Riopelle - Métro Place d'Armes ,1001 place Jean-Paul Riopelle - Métro Place,FULL_ADDRESS,0.65
Fugues_apr_2005_OCR.pdf,24,White Pary ,White Pary,PLACE_NAME,0.0
Fugues_apr_2005_OCR.pdf,24,PRIAPE: 1311 Ste-Catherine E. IL BOLERO: 6842 St-Hubert ,1311 Ste-Catherine E.,FULL_ADDRESS,0.44999999999999996
Fugues_apr_2005_OCR.pdf,24,hôtel Partenaire Média IGHT GODIN LESTUBAES WWW.BALENBLANC.COM ,hôtel Partenaire Média,PLACE_NAME,0.15
Fugues_apr_2005_OCR.pdf,24,"9 p.m. -3 a.m. - Porte/Door 15$-Pré-vente/Pre-sale 10$ (VIP passes VIP-gratuit/free) UNITY II 1171, Ste-Catherine E./ club-unity2.com ","1171, Ste-Catherine E./ club-unity2.com",FULL_ADDRESS,0.44999999999999996
Fugues_apr_2005_OCR.pdf,24,WHITE LIES ,WHITE LIES,PLACE_NAME,0.0
Fugues_apr_2005_OCR.pdf,24,MaDo 1115 Ste-Catherine E. / mado.qc.ca ,MaDo,PLACE_NAME,0.0
Fugues_apr_2005_OCR.pdf,24,MaDo 1115 Ste-Catherine E. / mado.qc.ca ,1115 Ste-Catherine E.,FULL_ADDRESS,0.44999999999999996
Fugues_apr_2005_OCR.pdf,24,UPPERCLUB 3519 St-Laurent/ upperclub.tv/ nesssproductions.com ,UPPERCLUB,PLACE_NAME,0.0
Fugues_apr_2005_OCR.pdf,24,stereo 858 Ste-Catherine E.  / stereo-nightclub.com ,858 Ste-Catherine E.,FULL_ADDRESS,0.44999999999999996
Fugues_apr_2005_OCR.pdf,24,SKY 1474 Ste-Catherine E./complexesky.com SÉRO ZÉRO ,1474 Ste-Catherine E./complexesky.com SÉRO ZÉRO,FULL_ADDRESS,0.44999999999999996
Fugues_apr_2005_OCR.pdf,24,Parking 1296 Amherst/ parkingbar.com ,Parking,PLACE_NAME,0.0
Fugues_apr_2005_OCR.pdf,24,Parking 1296 Amherst/ parkingbar.com ,Amherst/,ARRONDISSEMENT,0.3
Fugues_apr_2005_OCR.pdf,24,stereo 858 Ste-Catherine E.  / stereo-nightclub.com/gossp.com ,858 Ste-Catherine E.,FULL_ADDRESS,0.44999999999999996
Fugues_apr_2005_OCR.pdf,25,"relaieront le célèbre DJ new yorkais Junior Vasquez et le DJ montréalais Patrick Guay. Au Cabaret à Mado, DJ Mister ",Cabaret à Mado,PLACE_NAME,0.15
Fugues_apr_2005_OCR.pdf,25,"Smith animera de ses moods soul la soirée White Lies. Au Upperclub sur Saint-Laurent, la soirée Noche Blanco - part 1 ",Upperclub,PLACE_NAME,0.0
Fugues_apr_2005_OCR.pdf,25,"Le dimanche 27 mars sera, bien sûr, la soirée des soirées. Le Sky vous propose de venir prendre l'appéro lors du ",Le Sky,PLACE_NAME,0.0
Fugues_apr_2005_OCR.pdf,25,JOUR DE LA TERRE ,JOUR DE LA TERRE,PLACE_NAME,0.15
Fugues_apr_2005_OCR.pdf,25,"SAT, 1195, boul. Saint-Laurent. Info: (514) 728-0116. ","1195, boul. Saint-Laurent.",FULL_ADDRESS,0.65
Fugues_apr_2005_OCR.pdf,27,Agora ,Agora,PLACE_NAME,0.0
Fugues_apr_2005_OCR.pdf,27,"1160, rue Mackay. T. (514) 934-1428. ","1160, rue Mackay",FULL_ADDRESS,0.44999999999999996
Fugues_apr_2005_OCR.pdf,27,Bar-rencontre gai dans l'Ouest ouvert 7 jours/semaine de 16h à 3h. Cocktail de 4 à ,Bar-rencontre gai,PLACE_NAME,0.15
Fugues_apr_2005_OCR.pdf,27,Bar 97 ,Bar 97,PLACE_NAME,0.0
Fugues_apr_2005_OCR.pdf,27,"97, rue Saint-Jean, longueuil. T. (450) 651-4670 Bar de quartier, atmosphère détendue propice aux rencontres amicales. Terrasses. Soupers dansants certains week-ends. Neigbourhood bar, with a cool feeling. Terrace. Dancing dinners on week- ","97, rue Saint-Jean, longueuil",FULL_ADDRESS,0.44999999999999996
Fugues_apr_2005_OCR.pdf,27,"Bar Lady Loft 990, rue Saint-Antoine Ouest (coin Mansfield).  T. (514) 585-1393 ","990, rue Saint-Antoine Ouest",FULL_ADDRESS,0.44999999999999996
Fugues_apr_2005_OCR.pdf,27,Le Cajun ,Le Cajun,PLACE_NAME,0.0
Fugues_apr_2005_OCR.pdf,27,"1574, rue  Sainte-Catherine Est. T. (514) 523-4679 ","1574, rue  Sainte-Catherine Est.",FULL_ADDRESS,0.44999999999999996
Fugues_apr_2005_OCR.pdf,27,"Bar situé au deuxième étage du Complexe Bourbon. Ambiance feutrée pour conver- sation en tête-à-tête. Part of Complexe Bourbon, this calm and cosy bar is an alter- native to the disco inside the same complex. ",Complexe Bourbon,PLACE_NAME,0.44999999999999996
Fugues_apr_2005_OCR.pdf,27,"Bar situé au deuxième étage du Complexe Bourbon. Ambiance feutrée pour conver- sation en tête-à-tête. Part of Complexe Bourbon, this calm and cosy bar is an alter- native to the disco inside the same complex. ",Complexe Bourbon,PLACE_NAME,0.44999999999999996
Fugues_apr_2005_OCR.pdf,27,Club Date ,Club Date,PLACE_NAME,0.0
Fugues_apr_2005_OCR.pdf,27,"1218, rue Sainte-Catherine Est. ","1218, rue Sainte-Catherine Est.",FULL_ADDRESS,0.44999999999999996
Fugues_apr_2005_OCR.pdf,27,"les jours. Ambiance relaxe et cosy. Neighbourhood bar with karakoke every night, Cosy and fun place to be. ",Ambiance relaxe,PLACE_NAME,0.15
Fugues_apr_2005_OCR.pdf,27,Le Drugstore ,Le Drugstore,PLACE_NAME,0.44999999999999996
Fugues_apr_2005_OCR.pdf,27,"1360, rue Sainte-Catherine Est. T. (514) 524-1960. ","1360, rue Sainte-Catherine Est.",FULL_ADDRESS,0.44999999999999996
Fugues_apr_2005_OCR.pdf,27,"Le Gotha 1641, rue Amherst. T. (514) 526-1270, gotha@hotmail.com Salon-bar-lounge ouvert tous les jours, à partir de 16h. Les vendredis Duo  Duo Cocktail Coc Jazz, de 6 @ 9. Les dimanches, piano Bar. ",Le Gotha,PLACE_NAME,0.0
Fugues_apr_2005_OCR.pdf,27,"Le Gotha 1641, rue Amherst. T. (514) 526-1270, gotha@hotmail.com Salon-bar-lounge ouvert tous les jours, à partir de 16h. Les vendredis Duo  Duo Cocktail Coc Jazz, de 6 @ 9. Les dimanches, piano Bar. ","1641, rue Amherst",FULL_ADDRESS,0.44999999999999996
Fugues_apr_2005_OCR.pdf,27,"Lounge-bar open everyday from 4 pт. Fridays: Duo Cocktail Jazz, from 6 to 9. Sundoys: Piano bar ",Lounge-bar open everyday from 4,PLACE_NAME,0.15
Fugues_apr_2005_OCR.pdf,27,"1669, rue Sainte-Catherine Est. Bar de quartier. Clientèle de tous âges. Musique populaire sous le signe de la nostalgie. Chanteurs invités les fins de semaine. Neighborhood bar. Large variety of ","1669, rue Sainte-Catherine Est.",FULL_ADDRESS,0.44999999999999996
Fugues_apr_2005_OCR.pdf,27,"1661, rue Sainte-Catherine Est. T. (514) 523-1481. Bar des plus sympathiques. Clientèle de ","1661, rue Sainte-Catherine Est.",FULL_ADDRESS,0.44999999999999996
Fugues_apr_2005_OCR.pdf,27,"Mystique 1424, rue Stanley, T. (514) 844-5711. Pub de type anglais pour les nostalgiques. ","1424, rue Stanley",FULL_ADDRESS,0.44999999999999996
Fugues_apr_2005_OCR.pdf,27,"Coming from the past... A real pub under- ground. Pub P. 1295, rue Amherst. T. (514) 522-2766. t'une des plus anciennes tavernes gaies et toujours la même clientèle sympathique et une ambiance décontractée et amicale. Terrasse l'été. Films XXX. Particulièrement populaire pour son 5 @ 7. The oldest gay tavern in town. Friendly clientele. Terrace during Summer. XXX videos. Very popular during happy hour. ",Pub P.,PLACE_NAME,0.0
Fugues_apr_2005_OCR.pdf,27,"Coming from the past... A real pub under- ground. Pub P. 1295, rue Amherst. T. (514) 522-2766. t'une des plus anciennes tavernes gaies et toujours la même clientèle sympathique et une ambiance décontractée et amicale. Terrasse l'été. Films XXX. Particulièrement populaire pour son 5 @ 7. The oldest gay tavern in town. Friendly clientele. Terrace during Summer. XXX videos. Very popular during happy hour. ","1295, rue Amherst",FULL_ADDRESS,0.44999999999999996
Fugues_apr_2005_OCR.pdf,27,"La Relaxe 1309, rue Sainte-Catherine Est. Bar ouvert sur la rue, ambiance de quarti- ",La Relaxe,PLACE_NAME,0.0
Fugues_apr_2005_OCR.pdf,27,"La Relaxe 1309, rue Sainte-Catherine Est. Bar ouvert sur la rue, ambiance de quarti- ","1309, rue Sainte-Catherine Est.",FULL_ADDRESS,0.44999999999999996
Fugues_apr_2005_OCR.pdf,27,"1474, rue Sainte-Catherine Est. T. (514) 529- 6969. Le Sky Pub est un endroit où l'ambiance ","1474, rue Sainte-Catherine Est.",FULL_ADDRESS,0.44999999999999996
Fugues_apr_2005_OCR.pdf,27,"1474, rue Sainte-Catherine Est. T. (514) 529- 6969. Le Sky Pub est un endroit où l'ambiance ",Le Sky Pub,PLACE_NAME,0.0
Fugues_apr_2005_OCR.pdf,27,"Station C 1450-56, rue Sainte-Catherine Est. T. (514) 523-1450, www.stationc.ca ","Station C 1450-56, rue Sainte-Catherine Est",PLACE_NAME,0.44999999999999996
Fugues_apr_2005_OCR.pdf,27,"Open 4 pm to 3 am, from Monday to Friday and from 2 pm to 3 am, on Saturdoy and Sunday. Taverne Rocky ",Taverne Rocky,PLACE_NAME,0.65
Fugues_apr_2005_OCR.pdf,27,"1673, rue Sainte-Cath te-Catherine Est. T. (514) 521-7865 Touiours aussi populaire avec. à l'orca- sion, des spectacles. Clientèle mature. Still ","1673, rue Sainte-Cath te-Catherine Est",FULL_ADDRESS,0.44999999999999996
Fugues_apr_2005_OCR.pdf,27,"Le Parking 1296, rue Amherst. ue Amherst. www.parkingbar.com Ouvert du mercredi au samedi, le Parking est un club doté d'un système de son et d'un système d'éclairage d'une qualité exceptionnelle. Les mercredis et jeudis, le Parking est envahi par une faune jeune, branchée et mixte (gaie, lesbienne et bi) qui se déhanche sur des  des rythmes house, électro et hip-hop. les vendredis et samedis, l'atmosphère est à la cruise entre gars sur l'une des meilleures musiques ",Le Parking,PLACE_NAME,0.0
Fugues_apr_2005_OCR.pdf,27,"Le Parking 1296, rue Amherst. ue Amherst. www.parkingbar.com Ouvert du mercredi au samedi, le Parking est un club doté d'un système de son et d'un système d'éclairage d'une qualité exceptionnelle. Les mercredis et jeudis, le Parking est envahi par une faune jeune, branchée et mixte (gaie, lesbienne et bi) qui se déhanche sur des  des rythmes house, électro et hip-hop. les vendredis et samedis, l'atmosphère est à la cruise entre gars sur l'une des meilleures musiques ","1296, rue Amherst",FULL_ADDRESS,0.44999999999999996
Fugues_apr_2005_OCR.pdf,27,"Le Parking 1296, rue Amherst. ue Amherst. www.parkingbar.com Ouvert du mercredi au samedi, le Parking est un club doté d'un système de son et d'un système d'éclairage d'une qualité exceptionnelle. Les mercredis et jeudis, le Parking est envahi par une faune jeune, branchée et mixte (gaie, lesbienne et bi) qui se déhanche sur des  des rythmes house, électro et hip-hop. les vendredis et samedis, l'atmosphère est à la cruise entre gars sur l'une des meilleures musiques ",le Parking,PLACE_NAME,0.0
Fugues_apr_2005_OCR.pdf,27,electro and hip hop music. Fridays and Saturdays are cruising nights for men who love men. One of the best House in the Village with Dj Stephan Grondin or other guest Djs. Sky Club ,Sky Club,PLACE_NAME,0.0
Fugues_apr_2005_OCR.pdf,27,"1474, rue Sainte-Catherine Est, 3 étage. ","1474, rue Sainte-Catherine Est, 3 étage.",FULL_ADDRESS,0.44999999999999996
Fugues_apr_2005_OCR.pdf,27,Le Tube ,Le Tube,PLACE_NAME,0.0
Fugues_apr_2005_OCR.pdf,27,"1592, rue Sainte-Catherine Est. Ouvert les vendredis, les samedis, .de ","1592, rue Sainte-Catherine Est",FULL_ADDRESS,0.44999999999999996
Fugues_apr_2005_OCR.pdf,27,"1171, rue Sainte-Catherine Est. ","1171, rue Sainte-Catherine Est.",FULL_ADDRESS,0.44999999999999996
Fugues_apr_2005_OCR.pdf,28,Regroupenent Sportif de Louch Football Montréal ,Montréal,CITY,0.2
Fugues_apr_2005_OCR.pdf,28,SPORTIVE STU ,SPORTIVE STU,PLACE_NAME,0.44999999999999996
Fugues_apr_2005_OCR.pdf,28,1812 STE-CATHERINE EST 514-590-8243 ,1812 STE-CATHERINE EST,FULL_ADDRESS,0.44999999999999996
Fugues_apr_2005_OCR.pdf,29,clubbing les bars et les soirées VIVEZ L'UNIFORME AU PARKING ,PARKING,PLACE_NAME,0.0
Fugues_apr_2005_OCR.pdf,29,"biggest discotheques in Montreal. On Wed- nesdays, lolita welcomes DJ Ivan Benoit for POPLIFE. OnThursdays, house music from DJ ",Montreal,CITY,0.2
Fugues_apr_2005_OCR.pdf,29,legendary Bamboo bar. ,legendary Bamboo bar,PLACE_NAME,0.15
Fugues_apr_2005_OCR.pdf,29,after-hours Red Light ,after-hours Red Light,PLACE_NAME,0.15
Fugues_apr_2005_OCR.pdf,29,"1755, rue Lierre, à deux pas de l'ancien Red Lite, près du boulevard Saint-Martin (Laval), T. (450) ","1755, rue Lierre, à deux pas de l'ancien Red Lite",FULL_ADDRESS,0.44999999999999996
Fugues_apr_2005_OCR.pdf,29,Le populaire after-hours de Laval. Divers espaces. Clientèle mixte (hétéro et gaie) plutôt enjouée. Particulièrement <gai» les dimanches. laval popular after-hours. Mixed crowd (hetero gay) on the party. Mostly gay on Sundays. A must see. ,Le populaire after-hours de Laval,PLACE_NAME,0.85
Fugues_apr_2005_OCR.pdf,29,"858, rue Sainte-Catherine. Est. T. (514) 286-0325 www.stereo-nightclub.com Ce populaire after-hours situé à l'ex- trémité ouest du Village est doté d'un sys- tème de son hors du commun. Clientèle ","858, rue Sainte-Catherine. Est",FULL_ADDRESS,0.44999999999999996
Fugues_apr_2005_OCR.pdf,29,country Club Bolo ,country Club Bolo,PLACE_NAME,0.15
Fugues_apr_2005_OCR.pdf,29,"960, rue Amherst, T. (514) 849-4777. www.club- bolo.com Club de danse country. Ouvert le vendre- ","960, rue Amherst,",FULL_ADDRESS,0.44999999999999996
Fugues_apr_2005_OCR.pdf,29,"1315, rue Sainte-Catherine, Est. T. (514) 529-0040. Bar cuir, latex, rubber. Événements spéci- aux toute la semaine, dont les célèbres <<wet bobettes» les mardis; «punishment night» les jeudis; «à 3» les mercredis et les dimanches «mousse et bobettes». leather bar where the men are kinky and friendly. Special events all  week long. Pool table Le Stud 1812, rue Sainte-Catherine, Est.  T. (514) 598-8243. Bar cuir et jeans ouvert tous les iours de 10h à 3h. Clientèle variée. Nombreux par- tys pour les adeptes du genre. Soirée karaoké une fois par semaine. Loterie vidéo et tables de billard. Leather and Levi's ","1315, rue Sainte-Catherine, Est",FULL_ADDRESS,0.44999999999999996
Fugues_apr_2005_OCR.pdf,29,"1315, rue Sainte-Catherine, Est. T. (514) 529-0040. Bar cuir, latex, rubber. Événements spéci- aux toute la semaine, dont les célèbres <<wet bobettes» les mardis; «punishment night» les jeudis; «à 3» les mercredis et les dimanches «mousse et bobettes». leather bar where the men are kinky and friendly. Special events all  week long. Pool table Le Stud 1812, rue Sainte-Catherine, Est.  T. (514) 598-8243. Bar cuir et jeans ouvert tous les iours de 10h à 3h. Clientèle variée. Nombreux par- tys pour les adeptes du genre. Soirée karaoké une fois par semaine. Loterie vidéo et tables de billard. Leather and Levi's ",Bar cuir,PLACE_NAME,0.0
Fugues_apr_2005_OCR.pdf,29,"1315, rue Sainte-Catherine, Est. T. (514) 529-0040. Bar cuir, latex, rubber. Événements spéci- aux toute la semaine, dont les célèbres <<wet bobettes» les mardis; «punishment night» les jeudis; «à 3» les mercredis et les dimanches «mousse et bobettes». leather bar where the men are kinky and friendly. Special events all  week long. Pool table Le Stud 1812, rue Sainte-Catherine, Est.  T. (514) 598-8243. Bar cuir et jeans ouvert tous les iours de 10h à 3h. Clientèle variée. Nombreux par- tys pour les adeptes du genre. Soirée karaoké une fois par semaine. Loterie vidéo et tables de billard. Leather and Levi's ",Le Stud,PLACE_NAME,0.3
Fugues_apr_2005_OCR.pdf,29,"1315, rue Sainte-Catherine, Est. T. (514) 529-0040. Bar cuir, latex, rubber. Événements spéci- aux toute la semaine, dont les célèbres <<wet bobettes» les mardis; «punishment night» les jeudis; «à 3» les mercredis et les dimanches «mousse et bobettes». leather bar where the men are kinky and friendly. Special events all  week long. Pool table Le Stud 1812, rue Sainte-Catherine, Est.  T. (514) 598-8243. Bar cuir et jeans ouvert tous les iours de 10h à 3h. Clientèle variée. Nombreux par- tys pour les adeptes du genre. Soirée karaoké une fois par semaine. Loterie vidéo et tables de billard. Leather and Levi's ","1812, rue Sainte-Catherine, Est",FULL_ADDRESS,0.44999999999999996
Fugues_apr_2005_OCR.pdf,29,"1315, rue Sainte-Catherine, Est. T. (514) 529-0040. Bar cuir, latex, rubber. Événements spéci- aux toute la semaine, dont les célèbres <<wet bobettes» les mardis; «punishment night» les jeudis; «à 3» les mercredis et les dimanches «mousse et bobettes». leather bar where the men are kinky and friendly. Special events all  week long. Pool table Le Stud 1812, rue Sainte-Catherine, Est.  T. (514) 598-8243. Bar cuir et jeans ouvert tous les iours de 10h à 3h. Clientèle variée. Nombreux par- tys pour les adeptes du genre. Soirée karaoké une fois par semaine. Loterie vidéo et tables de billard. Leather and Levi's ",Bar cuir,PLACE_NAME,0.0
Fugues_apr_2005_OCR.pdf,29,bor open everydoy from 10 a.m. to 3 o.m.. Popular all the time. Diverse crowd. Several ,Several,PLACE_NAME,0.0
Fugues_apr_2005_OCR.pdf,29,danseurs nus Adonis ,danseurs nus Adonis,PLACE_NAME,0.35
Fugues_apr_2005_OCR.pdf,29,"1681, rue Sainte-Catherine Est. T. (514) 521-1355 Ouvert tous les jours, de 15 hà 3 h. Un bar de danseurs nus qui a sa clientèle ","1681, rue Sainte-Catherine Est.",FULL_ADDRESS,0.44999999999999996
Fugues_apr_2005_OCR.pdf,29,a.m. A bar with regular customers who prefer youth to muscles. Campus ,Campus,PLACE_NAME,0.0
Fugues_apr_2005_OCR.pdf,29,"111, rue Sainte-Catherine Est.  T. (514) 526-3616. Ouvert tous les jours, de 15h à 3h. Des danseurs nus, pour la plupart assez mus- clés, exhibent leur anatomie sur une scène en demi-lune dotée d'un mur en ","111, rue Sainte-Catherine Est.",FULL_ADDRESS,0.44999999999999996
Fugues_apr_2005_OCR.pdf,29,"1171, rue Sainte-Catherine Est. T. (514) 842-1336. Ouvert tous les jours, de 15 hà 3 h. Tou- jours la même ambiance détendue dans ","1171, rue Sainte-Catherine Est.",FULL_ADDRESS,0.44999999999999996
Fugues_apr_2005_OCR.pdf,29,"la possibilité de fraterniser avec les dan- seurs. The location of Stock Bar, on Ste. Catherine in the Village, is now open every- day,  from 3 p.m. to 3 a.m. Friendly staff and cute doncers. Taboo ",Stock Bar,PLACE_NAME,0.3
Fugues_apr_2005_OCR.pdf,29,"la possibilité de fraterniser avec les dan- seurs. The location of Stock Bar, on Ste. Catherine in the Village, is now open every- day,  from 3 p.m. to 3 a.m. Friendly staff and cute doncers. Taboo ",Village,ARRONDISSEMENT,0.0
Fugues_apr_2005_OCR.pdf,29,"1950, de Maisonneuve Est. T. (514) 597-0010. Bar de danseurs nus ouvert tous les iours. ","1950, de Maisonneuve Est",FULL_ADDRESS,0.44999999999999996
Fugues_apr_2005_OCR.pdf,29,"1230, boul. Saint-Laurent, 2 étage ","1230, boul. Saint-Laurent",FULL_ADDRESS,0.65
