source,page,text,entities/0/text,entities/0/label,entities/1/text,entities/1/label,entities/2/text,entities/2/label,entities/3/text,entities/3/label,entities/4/text,entities/4/label,entities/5/text,entities/5/label,entities/6/text,entities/6/label,entities/7/text,entities/7/label,entities/8/text,entities/8/label,entities/9/text,entities/9/label,entities/10/text,entities/10/label,entities/11/text,entities/11/label,entities/12/text,entities/12/label,entities/13/text,entities/13/label,entities/14/text,entities/14/label,entities/15/text,entities/15/label
fugues_apr-2011OCR.pdf,24,"COCKTAIL 1669, RUE SAINTE-CATHERINE EST.  514-597-0814. Cabaret avec clientèle de tous les âges. Ouverture dès 11h le matin. Karaoké tous les soirs. Jeudi : Soirée d’humour Carte Blanche. Vend, samedi et dimanche : Spec- tacles de personnificateurs féminins.  Cabaret with a varied clientele. Open from 11 am. Karaoke every evening. Thurday : Comedy show Carte Blanche. Friday through Sun- day : Drag Queen Shows.   ","COCKTAIL 1669, RUE SAINTE-CATHERINE EST.",FULL_ADDRESS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fugues_apr-2011OCR.pdf,24,"COMPLEXE SKY 1474, RUE SAINTE-CATHERINE EST.  514-529-6969.  COMPLEXESKY.COM. Ouvert 7 jours sur 7, le COM- PLEXE SKY ouvre ses portes dès 14h; avec ses trois étages et sa magni-fique terrasse sur le toit dotée d’une piscine et d’un jacuzzi, il est l’un des plus grands complexes gais au Canada. Au premier étage, on  retrouve un es- pace spacieux et très fréquenté, le SKY PUB, où la séduisante clien- tèle est accueillie du lundi au di- manche dès 14h avec des DJs en rotation et des spectacles de drag queens. Au 2e étage, le fameux CABARET du Sky est un endroit où les adeptes de musique Top 40 peuvent danser et s’éclater tous les vendredis et samedis et ce, dès 22h; clientèle mixte 18-30 ans. Au 3e étage, le SKY CLUB : le ven- dredi soir, son house et happy house, tandis que le samedi, les amateurs d'électro et de house plus progressif seront comblés.  Open 7 days a week from 2 :00 p.m.  the SKY COMPLEX is one of the largest gay complex in Canada and offers three levels including a magnificent terrace on the roof with a jacuzzi and an outdoor pool. On the street level, one will find the ","COMPLEXE SKY 1474, RUE SAINTE-CATHERINE EST.",FULL_ADDRESS,COMPLEXESKY.COM,PLACE_NAME,PLEXE SKY,PLACE_NAME,le SKY PUB,PLACE_NAME,le SKY CLUB,PLACE_NAME,SKY COMPLEX,PLACE_NAME,,,,,,,,,,,,,,,,,,,,
fugues_apr-2011OCR.pdf,26,"LE DRUGSTORE 1360, RUE SAINTE-CATHERINE EST.  514-524-1960. WWW.LEDRUGSTORE.COM  Immense complexe de bars à thématiques différentes sur un grand nombre de niveaux. 3 ter- rasses. Loterie vidéo. Salle de bil- lard.Discothèque les weekends.  Huge complex of bars on every level and video pokers. Terraces. Pool tables. Disco on week end.  ","LE DRUGSTORE 1360, RUE SAINTE-CATHERINE EST.",FULL_ADDRESS,WWW.LEDRUGSTORE.COM,PLACE_NAME,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fugues_apr-2011OCR.pdf,26,"GOTHA LOUNGE 1641, RUE AMHERST. T. 514-526- 1270. AUBERGELL.COM/GOTHA Bar-lounge ouvert tous les jours, à partir de 16h. Ambiance branchée, décontractée et sympa, clientèle variée.  Lounge-bar open everyday from 4 pm. Friendly and relaxed athmos- phere, folks from different walks of life.   ","GOTHA LOUNGE 1641, RUE AMHERST. T.",FULL_ADDRESS,GOTHA Bar-lounge,PLACE_NAME,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fugues_apr-2011OCR.pdf,26,"PARKING NIGHCLUB 1296, RUE AMHERST.  T. 514-282-1199 WWW.PARKINGNIGHTCLUB.COM Ouvert depuis octobre 2000, le Parking est le plus grand club gai à Montréal et se divise en deux sections. Le NIGHTCLUB: Ouvert le lundi et du jeudi au dimanche, le Nightclub est reconnu pour son système de son et d'é- clairage d'une qualité exception- nelle. Les lundis, jeudis et dimanches le Nightclub est en- vahi par une clientèle mixte de jeunes branchés (gais, lesbi- ennes, bisexuels et hétéros), qui se déhanchent sur les rythmes house, électro et hip-hop. Les vendredis et samedis, de nom- breux événements spéciaux ont lieu et des DJs de renommée in- ternationale y sont invité(e)s. L’endroit par excellence pour trouver les plus beaux gars de la métropole! Pour de belles ren- contres, voir les spectacles et danser.   Parking, is Montreal’s biggest Gay club opened since 2000 is divided in 2 sections. The NIGHTCLUB : ","PARKING NIGHCLUB 1296, RUE AMHERST.  T.",FULL_ADDRESS,WWW.PARKINGNIGHTCLUB.COM,PLACE_NAME,Montréal,CITY,Le NIGHTCLUB,PLACE_NAME,le Nightclub,PLACE_NAME,le Nightclub,PLACE_NAME,Montreal’,CITY,,,,,,,,,,,,,,,,,,
fugues_apr-2011OCR.pdf,26,"LA RELAXE 1309, RUE SAINTE-CATHERINE EST.  514-523-0578. Bar ouvert sur la rue, ambiance de quartier, clientèle mélangée et très décontractée. Du jeudi au samedi inclusivement, Videoclips sur demande, dès 22h.  Neighborhood bar on the street. Mixed and very relaxed clientele. Videoclips on Demand from Thurs- day till Saturday, from 10:00 p.m.   ","RELAXE 1309, RUE SAINTE-CATHERINE EST",FULL_ADDRESS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fugues_apr-2011OCR.pdf,26,"STOCK BAR 1171, RUE SAINTE-CATHERINE EST.  514-842-1336.  WWW.MALENUDEDANCERS.COM Ouvert tous les soirs de 20h à 3h. Décor haut de gamme, mais avec une ambiance dé te ndue dans ce bar de danseurs nus où les clients ont la possibilité de frater- niser avec les danseurs.    Open from 8 p.m. to 3 a.m. every days. Friendly staff and cute dancers in a completely renovated and upscale place. ","STOCK BAR 1171, RUE SAINTE-CATHERINE EST.",FULL_ADDRESS,WWW.MALENUDEDANCERS.COM,PLACE_NAME,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fugues_apr-2011OCR.pdf,26,"((( STÉRÉO ))) NIGHTCLUB 858, RUE SAINTE-CATHERINE EST.  T. 514-658-2646 WWW.STEREO-NIGHTCLUB.COM  Le légendaire afterhour de la rue Sainte-Catherine situé dans le Village est doté d’un excellent système de son. Clientèle mixte. DJ renommés de passage régulièrement.  Legendary after-hours in the Vil- lage. Mixed crowd. World re- known DJ are regularly there as guests. ",le Village,ARRONDISSEMENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fugues_apr-2011OCR.pdf,26,"STUD      1812, RUE SAINTE-CATHERINE EST.  514-598-8243. WWW.STUDBAR.COM Bar Bear avec piste de danse ou- vert tous les jours de 10h à 3h. Clientèle variée. Nombreux par- tys pour les adeptes du genre. Loterie vidéo et tables de billard.    Bar with dance floor open every- ","STUD      1812, RUE SAINTE-CATHERINE EST",FULL_ADDRESS,WWW.STUDBAR.COM,PLACE_NAME,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fugues_apr-2011OCR.pdf,26,"TAVERNE NORMANDIE 1295, RUE AMHERST. 514- 522- 2766.  L’une des plus anciennes tav- ernes gaies et toujours la même clientèle sympathique et une am- biance décontractée et amicale. Magnifi-que terrasse en été. Films XXX. Particulièrement pop- ulaire pour son 5@7.  The oldest gay tavern in town. Friendly clientele. Terrace during Summer. XXX videos. Very popular during happy hour.   ","TAVERNE NORMANDIE 1295, RUE AMHERST. 514-",FULL_ADDRESS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fugues_apr-2011OCR.pdf,26,"TAVERNE ROCKY    1673, RUE STE-CATHERINE EST.  514-521-7865. Toujours aussi populaire avec, à l’occasion, des chanteurs invités.  Still very popular. Mature crowd.   ","TAVERNE ROCKY    1673, RUE STE-CATHERINE EST.",FULL_ADDRESS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fugues_apr-2011OCR.pdf,26,"TOOLS PUB ET CLUB 1590, RUE SAINTE-CATHERINE EST.  514-523-4679.  WWW.TOOLS-CLUB.COM Un pub et un club avec une  section disco thèque et station gay411 gratuite pour des cyber- rencontres. Ouvert sept jours sur sept, de 9h à 3h (discothèque ou- verte les week-ends) Club Tools offers a dance floor sec- tion, a more intimate cruising bar section and a free space for cyber cruising with gay411.com. Opened seven days a week, from 9 am till 3 am (disco open week-ends).     ","ET CLUB 1590, RUE SAINTE-CATHERINE EST",FULL_ADDRESS,CLUB.COM,PLACE_NAME,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fugues_apr-2011OCR.pdf,26,"WOOF 1661, RUE SAINTE-CATHERINE EST.  WOOF-MONTREAL.COM Café-bistro durant la journée et club avec soirées spéciales dès 19h. DJs et piste de danse les week- ends. Clientèle de tous les âges.  Café-bistro during the day, and bar from 7 :00 p.m. DJ’s and dance- ","WOOF 1661, RUE SAINTE-CATHERINE EST.",FULL_ADDRESS,MONTREAL.COM,PLACE_NAME,Café-bistro,PLACE_NAME,,,,,,,,,,,,,,,,,,,,,,,,,,
fugues_apr-2011OCR.pdf,26,"FAGGITY ASS FRIDAYS  @ THE PLAYHOUSE  5656, AVENUE DU PARC  FAGGITYASSFRIDAY.BLOGSPOT.COM/ Soirées queer dansantes et de per- formances organisées au The Play- house, sur Avenue du Parc, les 28 janvier, 18 février et 18 mars 2011. Cette soirée finance, en par- tie, le programme www.headand- hands.ca, d’éducation sexuelle.   Queer evenings with shows at The Playhouse, on Park Avenue, on Janu- ary 28th, February 18th and March 18th. These events funds, in part, the www.headandhands.ca sexual education program.  MEC PLUS ULTRA  @ BELMONT 4483, BOUL. SAINT LAURENT MONTREAL, T. 514-845-8443 Soirées bimensuelles pour hommes, organisées le samedi soir au Belmont, boulevard Saint-Lau- rent, à Montréal.   Every two weeks, a Saturday for gay men, at the Belmont on St-Laurent Boulevard, in Montreal.   MEOW MIX  @ SALA ROSSA  4848, BOUL. SAINT LAURENT MONTRÉAL, T. 514-844-4227 Depuis 10 ans déjà, ces soirées cabaret, art, performances queer pour femmes (et leurs amis) sont organisées une fois par mois à la Sala Rossa, boulevard Saint-Lau- rent.   At the Sala Rossa, on St-Laurent Boulevard, a monthly event of cabaret, art and performances for queer women and their friends.  RED LITE  1755, RUE LIERRE, LAVAL.   T. 450-967-3057.  RED-LITE.NET Le populaire after-hours de Laval. Divers espaces. Clientèle mixte (hétéro et gaie) plutôt enjouée. Particulièrement «gai» les di- manches.   Laval popular after-hours. Mixed crowd  on the party. Mostly gay on Sundays. A must see. SOIRÉES LIPSTICK 3.0  @ LA PORTE ROUGE 1834, AVENUE MONT-ROYAL EST, MONTRÉAL BARSALONPORTEROUGE.COM Soirées mêlant mode, design, arts visuels et nouvelles technologies. Tous les dimanches soirs à La Porte Rouge, avenue Mont-Royal.   Lipstick 3.0, every Sundays, is an evening of fashion design, visual arts, and new technologies at the Porte Rouge Bar, on Mont-Royal Av- enue.  ","FAGGITY ASS FRIDAYS  @ THE PLAYHOUSE  5656, AVENUE DU PARC  FAGGITYASSFRIDAY.BLOGSPOT.COM/ Soirées",FULL_ADDRESS,MEC,PLACE_NAME,"PLUS ULTRA  @ BELMONT 4483, BOUL.",FULL_ADDRESS,"SAINT LAURENT MONTREAL, T.",FULL_ADDRESS,Montréal,CITY,Montreal,CITY,MEOW,PLACE_NAME,MIX,CITY,"ROSSA  4848, BOUL.",FULL_ADDRESS,"SAINT LAURENT MONTRÉAL, T.",FULL_ADDRESS,"LITE  1755, RUE LIERRE, LAVAL.   T.",FULL_ADDRESS,Le populaire,PLACE_NAME,"ROUGE 1834, AVENUE MONT-ROYAL EST, MONTRÉAL",FULL_ADDRESS,,,,,,
fugues_apr-2011OCR.pdf,28,"Pour le week-end du 7 au 9 avril, on nous promet un bel aligne- ment de DJ tant locaux qu’internationaux : Umek (Slovénie), Damian Lazarus (G.-B.), Tydi (Australie), Ali Wilson (G.-B.), Feelix Da Housecat (É.-U.), Da Fresh (France), ainsi que Franco Fabi (Mtl) et ses amis. Pas mal, pour une première fin de semaine! L’afterhours sera ouvert, du jeudi au dimanche, dès 2h, mais les heures d’ouver- ture varieront à l’occasion de certaines activités spéciales.   q André C. PASSIOUR AFTERHOURS CIRCUS HD, 917, rue sainte-Catherine Est, Mtl. T. 514-844-3626 circusafterhours.com  facebook.com/circusafterhours ","PASSIOUR AFTERHOURS CIRCUS HD, 917, rue sainte-Catherine Est, Mtl. T.",FULL_ADDRESS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fugues_apr-2011OCR.pdf,30,"Mais d’autres gros calibres enjoliveront cette prestation spéciale: Céline Dion, que Moore a personnifiée en 2008, Michael Jackson, un rôle qui lui va bien et qui est en constante demande, surtout depuis une perfor- mance au Cirque du Soleil, mais la surprise sera… Elvis! «L'ultime nouveauté est sans aucun doute mon  interprétation du King, Elvis Presley! Je crois que ce personnage me portera encore plus loin. Mon public féminin en sera ravi en tout cas! Je suis très nerveux à l’idée de m’attaquer à ce monstre sacré de la musique», avoue Moore. Grâce à la collaboration de Diego Gomez, on pourra voir trois vidéoclips produits par Moore et reprenant certains de ses personnages. En cours d’années 2011, un livre devrait également voir le jour sur la carrière de Jimmy Moore. Bien du pain sur la planche donc pour ce jeune homme! q André C. PASSIOUR CABARET MADO Dès 22h, au Cabaret Mado, 1115, rue Sainte-Catherine Est. Billets en prévente à 15$ (au Cabaret).  Sièges réservés VIP à 25$ disponibles uniquement par Gestion V.Nus: 514-686-8938 www.jimmymoore.ca ou www.mado.qc.ca. ",Jimmy Moore,PLACE_NAME,C. PASSIOUR CABARET MADO,PLACE_NAME,Mado,PLACE_NAME,", 1115, rue Sainte-Catherine Est.",FULL_ADDRESS,,,,,,,,,,,,,,,,,,,,,,,,
fugues_apr-2011OCR.pdf,38,"Russel Small et James Wiltshire, mieux connus sous le nom de Freemasons, seront de retour à Montraél. Dans le cadre de la semaine du Bal en Blanc, ils  feront une prestation, le jeudi 21 avril prochain, au Unity Club. Ce groupe électro/house/dance origi- naire d’Angleterre a récemment travaillé avec les Lady Gaga, Beyoncé Knowles, Fatboy Slim, Luther Vandross, Shakira ou encore Whitney Houston, pour ne nommer que ceux-ci. Mais Freemasons ont connu des succès avec leurs propres créations : Love On My Mind, avec Amanda Wilson; Heart- break (Make Me A Dancer), avec la chanteuse Sophie Ellis-Baxtor; Rain Down Love, avec Siedah Garrett; ou la sulfureuse Uninvited, avec la voix sublime de Bailey Tzuke. L’an dernier, lors de leur prestation au festival Divers/Cité, on a eu la chance d’entendre la primeur Believer (Summer of Pride) avec Wynter Gordon, qui a tourné tout l’automne dans les clubs en Europe et en Amérique. Le duo se dit influencé par toutes les formes de dance music – qu’elles soient plus underground ou plus populaires. Il y a quelques mois, le duo confiait à notre collègue André Passiour qu’il préférait jouer pour un public gai «parce que nos goûts musi- caux et nos philosophies convergent avec la clientèle gaie, c’est pourquoi nous apprécions tellement ces prestations-là. Lorsque nous composons, nous gardons toujours en tête la musicalité que nos fans gais vont apprécier et comprendre. Jouer du nouveau matériel devant une foule gaie et voir que c’est bien accueilli est un vrai plaisir, et cela nous prouve que toutes nos heures passées en studio n’ont pas été vaines.» Nul doute qu’ils nous suprendront encore lors de leur venue au Unity.  q Hector CARTIER CLUB UNITY 1171, rue Sainte-Catherine Est. clubunitymontreal.com ",Montraél,CITY,Unity Club,PLACE_NAME,Mind,PLACE_NAME,Make,PLACE_NAME,Me,PLACE_NAME,Le duo,PLACE_NAME,"CARTIER CLUB UNITY 1171,",PLACE_NAME,rue Sainte-Catherine Est.,FULL_ADDRESS,,,,,,,,,,,,,,,,
fugues_apr-2011OCR.pdf,38,"KARAOKE Débutant à 21h. Le Cocktail, 1669, rue Sainte-Catherine Est.   ",KARAOKE Débutant,PLACE_NAME,Le Cocktail,PLACE_NAME,", 1669, rue Sainte-Catherine Est.",FULL_ADDRESS,,,,,,,,,,,,,,,,,,,,,,,,,,
fugues_apr-2011OCR.pdf,38,"LUNDIS COMBO Avec DJ Dave Romeo. Bar Aigle Noir, 1315, rue Ste-Catherine Est.       ",LUNDIS COMBO Avec DJ Dave Romeo.,FULL_ADDRESS,"Noir, 1315, rue Ste-",FULL_ADDRESS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fugues_apr-2011OCR.pdf,38,"BOYZ’ NIGHT OUT Les Boyz’ Night Out ont lieu au Parking tous les lundis soirs. Tou- jours avec musique house et dance. Avec DJ Ian Key et DJ in- vités. Gogo dancers sexy sur cube. Parking Nightclub, 1296, rue Amherst. ","1296, rue Amherst.",FULL_ADDRESS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fugues_apr-2011OCR.pdf,38,"LES LUNDIS DE L’HUMOUR Avec l’animatrice Geneviève Brodeur et des humoristes du Québec. Toujours 2 invités sur- prises, 2 transformations extrêmes, 1 cause gagnante ! Qui l’em- portera ? Chaque lundi, 2 person- nalités connues seront ainsi transformées en drag queen sous les conseils d’une drag queen pro- fessionnelle ! Showtime à 20h. Au Cabaret Mado, 1115, rue Sainte- Catherine Est.  ",Mado,PLACE_NAME,", 1115, rue Sainte- Catherine Est.",FULL_ADDRESS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fugues_apr-2011OCR.pdf,38,"KARAOKÉ À partir de 21h, avec Olivier de Maisonneuve. Au Bar Stud, 1812, rue Sainte-Catherine Est. SPIN Tournez la roue pour gagner. Pour hommes seulement. Au club de ",Maisonneuve,CITY,"1812, rue Sainte-Catherine Est.",FULL_ADDRESS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fugues_apr-2011OCR.pdf,38,"danseurs nus Stock, 1171, rue Sainte-Catherine Est. TOUS LES MARDIS ",rue Sainte-Catherine Est.,FULL_ADDRESS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fugues_apr-2011OCR.pdf,38,"MARDIS LINGERIE Des gars en serviette, des gars en lingerie, des travestis… Musique disco. Plaisir assuré! À compter de 21h, au Sauna St-Hubert, 6527, rue St-Hubert.    ",MARDIS LINGERIE Des gars,FULL_ADDRESS,"6527, rue St",FULL_ADDRESS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fugues_apr-2011OCR.pdf,38,"MARDI À MADO Mado anime une soirée des plus folles: spectacle à 23h30 et DJ Mado par la suite. Cabaret Mado, 1115, rue Sainte-Catherine Est. ",MARDI À MADO Mado anime une,FULL_ADDRESS,Mado,PLACE_NAME,Mado,PLACE_NAME,", 1115, rue Sainte-Catherine Est.",FULL_ADDRESS,,,,,,,,,,,,,,,,,,,,,,,,
fugues_apr-2011OCR.pdf,38,"TOURNOI DE BILLARD Dès 21h30 au Bar Stud, 1812, rue Sainte-Catherine Est. ","1812, rue Sainte-Catherine Est.",FULL_ADDRESS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fugues_apr-2011OCR.pdf,38,"KARAOKÉ À partir de 21h, avec Olivier de Maisonneuve. Au Bar Stud, 1812, rue Sainte-Catherine Est. ",Maisonneuve,CITY,"1812, rue Sainte-Catherine Est.",FULL_ADDRESS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fugues_apr-2011OCR.pdf,38,"MARDIS «EXPORT» Tirages de cadeaux, danses avec les danseurs, etc. Club Campus, 1111, rue Sainte-Catherine Est. ",Club Campus,PLACE_NAME,"1111, rue Sainte-Catherine Est.",FULL_ADDRESS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fugues_apr-2011OCR.pdf,38,"KARAOKE Débutant du dimanche au mardi  et à 23h30 du mercredi au samedi.  Le Cocktail, 1669, rue Sainte- Catherine E. ",KARAOKE Débutant,PLACE_NAME,Le Cocktail,PLACE_NAME,", 1669, rue Sainte- Catherine E.",FULL_ADDRESS,,,,,,,,,,,,,,,,,,,,,,,,,,
fugues_apr-2011OCR.pdf,38,"DÉDALES DE L’AIGLE NOIR Bar Aigle Noir, 1315, rue Sainte- Catherine E. ",DÉDALES DE L’,FULL_ADDRESS,AIGLE NOIR Bar Aigle,FULL_ADDRESS,"Noir, 1315, rue Sainte- Catherine E.",FULL_ADDRESS,,,,,,,,,,,,,,,,,,,,,,,,,,
fugues_apr-2011OCR.pdf,38,"HAPPY HOURS Tous les mardis. Au Woof Bar, 1661, rue Sainte-Catherine Est. ",HAPPY HOURS Tous les,FULL_ADDRESS,"1661, rue Sainte-Catherine Est.",FULL_ADDRESS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fugues_apr-2011OCR.pdf,38,"PORNO BINGO Tous les mardis avec Tiguidou. Des prix pornos à gagner. Au Bar Stock, 1171, rue Ste-Catherine Est. TOUS LES MERCREDIS ",PORNO BINGO Tous les mardis,FULL_ADDRESS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fugues_apr-2011OCR.pdf,38,"SOIRÉE OPEN MIC Tous les mercredis, dès 22h. Avec votre barmaid Dream. DJ Lady McCoy. Cabaret Mado, 1115, rue Sainte-Catherine Est. ",SOIRÉE OPEN MIC Tous les,FULL_ADDRESS,Mado,PLACE_NAME,", 1115, rue Sainte-Catherine Est.",FULL_ADDRESS,,,,,,,,,,,,,,,,,,,,,,,,,,
fugues_apr-2011OCR.pdf,38,"TOURNOI DE BILLARD Dès 18h au Bar Stud, 1812, rue Sainte-Catherine Est. ","1812, rue Sainte-Catherine Est.",FULL_ADDRESS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fugues_apr-2011OCR.pdf,38,"IPOP Les mercredis au Parking nightclub sont Pop. Musique des années 80, 90 et Top 40. Avec DJ Mario Léonard. Admission gratuite avant 23h. Au 1296, rue Amherst. ","1296, rue Amherst.",FULL_ADDRESS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
